	TitleBlock	DescriptionBlock	CourseID	CourseName	Credits	tf_idf_vector	Top10Recommendations
1900	HIST 251  Fascism 4.0 Credits	Provides a chronological/topical study of fascist movements and regimes in Europe between 1919 and 1945, with emphasis on Italian Fascism and German Nazism.	HIST 251	Fascism 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ECON 344', 'HIST 268', 'HIST 236', 'SOC 444', 'GER 410', 'ITAL 410', 'ITAL 310', 'GER 310', 'GER 320', 'FMST 345']
1901	HIST 253  Jewish Life and Culture in the Middle Ages 4.0 Credits	This course is an introductory survey of the history of the Jewish people, their civilization, religion, and contacts with other cultures in medieval times.   Topics will include the rise of Christianity and Islam, the Talmud, Jewish mysticism, and the growth of Ashkenazic and Sephardic Jewry.	HIST 253	Jewish Life and Culture in the Middle Ages 	4.0	[0. 0. 0. ... 0. 0. 0.]	['JUDA 202', 'JUDA 201', 'ENGL 350', 'JUDA 211', 'JUDA 224', 'PHIL 291', 'HIST 181', 'HIST 245  England to Elizabeth, to 1558', 'ARTH 326', 'ANTH 212']
1902	HIST 254  Russian History Before 1900 4.0 Credits	Survey of Russian history from its origins to the end of the Tsarist period.  This course covers both Russia's role in Western European history, and its interactions with Eastern Eurasian civilizations.	HIST 254  Russian History Before 1900		4.0	[0. 0. 0. ... 0. 0. 0.]	['MUSC 231', 'GMAP 260', 'TVST 361', 'MUSC 123', 'ARTH 325', 'THTR 221', 'HIST 288', 'HIST 258', 'MIP 358', 'HIST 216']
1903	HIST 255  Twentieth Century Russia & the USSR 4.0 Credits	Examines the last years of imperial Russia, showing the background to the revolutions of 1917, followed by a study of the institutions and personalities of the USSR.	HIST 255	Twentieth Century Russia & the USSR 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 267', 'ANTH 360', 'FMST 276  Great Years in Cinema: 1999', 'HIST 162', 'FIN 325', 'FMST 290', 'ARTH 301', 'ORGB 400', 'HIST 222', 'FMST 102']
1904	HIST 256  Germany & the World of Hitler 4.0 Credits	The course explores Germany’s history from 1914 to 1945 through the historical figure of Hitler. This most notorious character will take students from gas warfare in the trenches of the First World War to the radical right wing circles of Munich; from Weimar culture to the Nazi seizure of power in 1933; from mass party rallies to the network of German highways; from the invasion of Poland to the occupation of the Soviet Union; from Auschwitz to Berlin ravaged by bombs and hunger. While placing Hitler in the wider context of European contemporary history students will enquire about the importance of individual figures in general historical dynamics.	HIST 256	Germany & the World of Hitler 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 239', 'HIST 333', 'AFAS 230', 'HIST 334', 'FMST 272', 'ARTH 329', 'HIST 101', 'HIST 181', 'MATH 238', 'HIST 100']
1905	HIST 257  The Reformation Age 4.0 Credits	The course covers the general background to the Reformation, both religious and secular, the growth of reform movements, including the big names (Luther and Calvin) but also other sects, the Catholic reform and counter-Reformation efforts, and the legacies of reform and the Reformation in Europe and beyond.	HIST 257	The Reformation Age 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARTH 329', 'PSCI 357', 'ARTH 300', 'PSCI 377', 'EDUC 316', 'HIST 271', 'PSCI 305', 'JUDA 203', 'ARTH 326', 'JUDA 213']
1906	HIST 258  History of Europe in the 19th Century 4.0 Credits	Analysis of the forces and events that define European civilization in the 19th century, from the Congress of Vienna to the origins of WWI.	HIST 258	History of Europe in the 19th Century 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 259', 'HIST 222', 'PSCI 320', 'ENGL 305', 'HIST 285', 'PBHL 302', 'JUDA 201', 'ARTH 329', 'ARTH 102', 'HNRS 306']
1907	HIST 259  History of Europe in the 20th Century 4.0 Credits	Analysis of the forces and events that define European civilization in the 20th century, from the outbreak of WWI to the present.	HIST 259	History of Europe in the 20th Century 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 258', 'HIST 285', 'HIST 249', 'PBHL 302', 'FMST 264', 'ARCH 342', 'HIST 222', 'ENGL 204', 'ARCH 345', 'ARTH 317']
1908	HIST 260  Coexistence and Conflict: Jews, Christians, and Muslims in the Early Mediterranean 4.0 Credits	This course investigates the history of interactions among the early Mediterranean's three major monotheistic religious communities: Jews, Christians, and Muslims. The course explores how religious communities understood themselves and each other as well as how and why multi-faith communities sometimes coexisted peacefully, sometimes coexisted tensely, and sometimes exploded into violence.	HIST 260	Coexistence and Conflict: Jews, Christians, and Muslims in the Early Mediterranean 	4.0	[0. 0. 0. ... 0. 0. 0.]	['JUDA 223', 'JUDA 225', 'PHIL 391', 'JUDA 213', 'ENVS 414', 'HIST 181', 'PBHL 318', 'CJS 210', 'MUSC 107', 'HRM 130']
1909	HIST 261  Making of Modern South Asia 4.0 Credits	This introductory course is designed to familiarize students with the critical aspects of the colonial encounter and the transformation of power and authority in a vast region that has become modern-day India, Pakistan, Sri Lanka, Nepal and Bangladesh.	HIST 261	Making of Modern South Asia 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 365', 'PBHL 303', 'MENA 101', 'CULA 335', 'MATE 120', 'ARTH 302', 'MIP 365', 'PROD 101', 'BMES 409', 'BMES 409']
1910	HIST 263  The World and China 4.0 Credits	Examines China from its origins to the present day, with emphasis on social, political, and economic institutions. Describes the influences Chinese civilization has had on other societies of the world and the influences other societies have had on China.	HIST 263	The World and China 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HLSO 322', 'HIST 264', 'INTR 305', 'PHIL 215', 'HIST 285', 'AFAS 230', 'ARTH 335', 'ARTH 336', 'AFAS 220', 'CHIN 105']
1911	HIST 264  East Asia in Modern Times 4.0 Credits	Deals primarily with China and Japan, including a description of their traditional societies and the changes they have undergone during the 20th century.	HIST 264	East Asia in Modern Times 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 263', 'ANTH 310', 'HIST 239', 'FMST 264', 'HLSO 322', 'COM 240', 'ARTH 317', 'ARTH 313  20th Century Modernism (1900-1955', 'ARCH 344', 'ARTH 304']
1912	HIST 267  Twentieth Century World I 4.0 Credits	Examines movements, institutions, and personalities in the major regions of the world, from 1890 through 1939.	HIST 267	Twentieth Century World I 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 268', 'EDGE 210', 'HIST 255', 'SOC 444', 'HIST 235  The Great War, 1914-1918', 'WGST 201', 'ARTH 337', 'ENSS 341', 'SOC 341', 'ARTH 311']
1913	HIST 268  Twentieth Century World II 4.0 Credits	Studies events in the major regions of the world since 1945 in historical perspective.	HIST 268	Twentieth Century World II 	4.0	[0. 0. 0. ... 0. 0. 0.]	['EDGE 210', 'HIST 267', 'JUDA 212', 'COM 363', 'ESTM 362', 'WGST 240', 'ENGL 204', 'HIST 256', 'HSCI 430', 'HIST 236']
1914	HIST 270   [WI] Introduction to Latin American History 4.0 Credits	Takes a thematic approach to Latin American history, examining modernization and tradition, sex roles and family honor, love and lust, dictatorship and human rights abuses, poverty and crime, terrorism and revolutionary violence. This is a writing intensive course.	HIST 270	[WI] Introduction to Latin American History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BIO 473', 'ENGL 207', 'CJS 362', 'SOC 221', 'CJS 220', 'EDUC 411', 'CJS 200', 'ARCH 345', 'PSCI 325', 'ANTH 215']
1915	HIST 271  History of Mexico 4.0 Credits	Surveys themes in Mexican history from the ancient civilizations of the Mayans and Aztecs to the present, including Spanish conquest, Hapsburg and Bourbon colonial systems, independence wars, social conflict and political protest, the Reform, Maximilian's empire, economic expansion, the revolution of 1910, and revolutionary Mexico.	HIST 271	History of Mexico 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARTH 325', 'HIST 247  Modern England, 1815', 'HIST 230  United States Military History I (before 1900', 'HIST 276', 'HIST 287', 'HIST 246  England from Elizabeth to Waterloo, 1558-1815', 'HIST 161', 'HIST 162', 'HIST 289', 'AFAS 385']
1916	HIST 275  History of Pennsylvania 3.0 Credits	This course introduces students to the history and culture of the Commonwealth of Pennsylvania. Major topics include: the geography of Pennsylvania, Native-American culture before the Colonial Era, the Colonial Era and the governance of the Penn family, the development of the state’s economy throughout the 18th, 19th, and 20th centuries, the role of urban centers such as Philadelphia and Pittsburgh, and the role of immigration and diversity in the history of the state.	HIST 275	History of Pennsylvania 	3.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 222', 'PSCI 372', 'JUDA 213', 'HIST 276', 'HIST 212', 'PBHL 302', 'JUDA 211', 'HIST 365', 'EDUC 411', 'EDUC 361']
1917	HIST 276  The History of Philadelphia 4.0 Credits	This course surveys the history of Philadelphia through pre-colonial, colonial, and industrial eras to the present day.  Philadelphia is investigated as an economic, social, cultural, and political center. Students read primary and secondary sources and conduct original research into Philadelphia's history.  Lectures and discussions are complemented by on-site historical investigations.	HIST 276	The History of Philadelphia 	4.0	[0. 0. 0. ... 0. 0. 0.]	['AFAS 310', 'HIST 275', 'HIST 102', 'VSCM 345', 'ARCH 346', 'THTR 116', 'HRM 365', 'HRM 365', 'HIST 216', 'CJS 277']
1918	HIST 278  Medicine Before Germs 4.0 Credits	This course focuses on the history of Western medicine before the acceptance of the germ theory of disease dramatically transformed medicine around the turn of the twentieth century. This course explores medical theories and practices, medicine’s connections to the broader social and cultural context, and the lived experiences of patients and practitioners through sources written by those individuals as well as modern historians.	HIST 278	Medicine Before Germs 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 279', 'HSAD 326', 'HIST 181', 'HSCI 125', 'HIST 287', 'BIO 264', 'SOC 405', 'HIST 288', 'ARCH 341', 'HLSO 322']
1919	HIST 279  History of Modern Medicine 4.0 Credits	This course will survey the intellectual, and social-cultural history of Western laboratory-based medicine from the late-19th century to the present.  It will focus on the political, economic, institutional, and cultural aspects of the development of scientific medicine.  Interpretive materials will include biographies, medical publications, films, and fictional accounts related to topics including the role of physicians, nurses, hospitals, biomedical research, therapies etc.	HIST 279	History of Modern Medicine 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 278', 'HSAD 326', 'HIST 285', 'HIST 287', 'HIST 288', 'HIST 181', 'TVST 105', 'TVST 260', 'ANTH 410', 'SOC 405']
1920	HIST 283  Technology and Identity 4.0 Credits	In this course, we'll use the lens of identities--historical and contemporary experiences of race, class, gender, LGBTQ identities, physical and mental “ability/disability” divisions, age, and many other taxonomies of personhood--to understand science, technology, medicine, public health, and other bodies of knowledge.	HIST 283	Technology and Identity 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 340', 'GST 231', 'COM 246', 'GST 331', 'SOC 405', 'ITAL 330', 'FREN 330', 'SPAN 330', 'ITAL 430', 'SPAN 430']
1921	HIST 285  Technology in Historical Perspective 4.0 Credits	Examines the causal interrelations between technological developments and economic, social, intellectual, and political aspects of Western civilization from the 18th century to the present.	HIST 285	Technology in Historical Perspective 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ARTH 317', 'COM 360', 'ARTH 335', 'ARTH 313  20th Century Modernism (1900-1955', 'HIST 279', 'HIST 288', 'ENGL 207', 'HIST 259', 'HIST 249', 'HIST 287']
1922	HIST 287  History of Science: Ancient to Medieval 4.0 Credits	Explores the history of Western science from the Ancient to Medieval period. Surveys the intellectual content of natural philosophy (science) especially Babylonian, Greek, Roman sciences and medicine, in broader political, economic, social, and cultural context.	HIST 287	History of Science: Ancient to Medieval 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 288', 'HIST 289', 'ARTH 325', 'HIST 181', 'PHIL 212', 'HIST 278', 'HIST 279', 'ARTH 335', 'ARTH 101', 'HIST 285']
1923	HIST 288  History of Science: Medieval to Enlightenment 4.0 Credits	Explores the history of Western science (broadly understood) from the end of the Middle Ages to the Enlightenment. Connects the changes in the content, methodology, and meaning of natural knowledge to the broader political, economic, social, cultural, and intellectual trends of the time.	HIST 288	History of Science: Medieval to Enlightenment 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 287', 'HIST 285', 'HIST 279', 'ARTH 101', 'ARTH 325', 'HIST 278', 'THTR 222', 'ESTM 362', 'COM 240', 'SOC 242']
1924	HIST 289  History of Science: Enlightenment to Modernity 4.0 Credits	Explores the history of science in the modern period from Newton to late 20th century. Surveys the major developments in the history of science, including Newtonianism, chemical revolution, Darwinian evolution, laboratory revolution, modern genetics, ecology, and environmentalism in broader historical context.	HIST 289	History of Science: Enlightenment to Modernity 	4.0	[0. 0. 0. ... 0. 0. 0.]	['HIST 287', 'ARCH 344', 'ARTH 329', 'ESTM 362', 'HIST 246  England from Elizabeth to Waterloo, 1558-1815', 'ENVS 497', 'ARCH 144', 'ARCH 345', 'HIST 288', 'HIST 230  United States Military History I (before 1900']
1925	HIST 290  Technology and the World Community 4.0 Credits	Examines the effect on international relations of rapid technological change in the modern era and technology as a tool of modernization, political integration, and national security among advanced and developing states.	HIST 290	Technology and the World Community 	4.0	[0. 0. 0. ... 0. 0. 0.]	['COM 360', 'PSCI 360', 'GST 102', 'HIST 201  United States History to 1815', 'INFO 375', 'GST 341', 'HIST 292', 'GER 440', 'HSAD 363', 'SPAN 440']
1926	HIST 291  Global History of Engineering 4.0 Credits	The course examines the development of the profession of engineering since the 18th century by focusing on the different approaches to engineering and engineering professionalism in several countries and empires from across the world, paying attention to their distinctive technological styles, ideologies, and roles in industrialization and state building.	HIST 291	Global History of Engineering 	4.0	[0. 0. 0. ... 0. 0. 0.]	['ESTM 342', 'PHIL 315', 'ENGR 111', 'BMES 325', 'BMES 325', 'ENGR 113', 'ENGR 102', 'ENGR 101', 'ENGR 103', 'BMES 130']
1927	HIST 292  Technology in American Life 4.0 Credits	Examines the role of technology as means of production, social force, and ideology in modern U.S. history.	HIST 292	Technology in American Life 	4.0	[0. 0. 0. ... 0. 0. 0.]	['VSCM 241', 'MIP 433', 'TVPR 240', 'SOC 235', 'SOC 405', 'HSCI 204', 'PSCI 372', 'HIST 290', 'HIST 208', 'JUDA 213']
1928	HIST 293  Global Legal History 4.0 Credits	This course will explore the global history of law that shaped the empires from Medieval times to the contemporary world order. It will offer students a background to the central concepts of modern legal theory and introduce them to the wide array of dispute resolution that human beings have practiced within and beyond the normative legal spaces.	HIST 293	Global Legal History 	4.0	[0. 0. 0. ... 0. 0. 0.]	['BLAW 340', 'FMTV 285', 'HIST 323', 'ARTH 303', 'HIST 303', 'HIST 249', 'PBHL 303', 'PHIL 214', 'TVPR 300', 'COM 365']
